season,age_group,date,home_team,away_team,home_goals,away_goals,elo_home_before,elo_away_before,elo_home_after,elo_away_after
Fall 2022,Over 48,2022-09-25,Nashoba,Nashua Absolute II,0,3,1482.4,1498.4,1467.2,1513.6
Fall 2022,Over 48,2022-09-25,DEA,FC Boxford,3,3,1460.9,1454.3,1460.6,1454.6
Fall 2022,Over 48,2022-09-25,Melrose Good Guys,NH Freedom,2,3,1502.0,1479.2,1485.0,1496.3
Fall 2022,Over 48,2022-09-25,West Roxbury United,Wayland wahootoo # review referee,1,1,1571.8,1483.4,1567.8,1487.4
Fall 2022,Over 48,2022-09-25,Jamaica Plain FC,Weston FC,0,1,1550.9,1491.8,1532.2,1510.5
Fall 2022,Over 48,2022-09-25,New Bedford Sports Club o50,Milton,5,1,1574.8,1462.1,1585.7,1451.1
Fall 2022,Over 48,2022-09-25,Dover Sherborn Hop Hunters,Shrewsbury Wanderers,4,2,1613.7,1454.8,1622.9,1445.7
Fall 2022,Over 48,2022-09-25,Harvard Blues FC,Rovers Re-United,1,1,1519.9,1495.0,1518.7,1496.1
Fall 2022,Over 48,2022-09-25,Sudbury AC,Windham 50s,7,2,1468.4,1442.1,1483.2,1427.3
Fall 2022,Over 48,2022-09-25,Masco,Old School Soccer Club,1,5,1490.1,1494.7,1474.3,1510.5
Fall 2022,Over 48,2022-09-25,Wen Ham United,Albanian United Veterans,3,7,1540.1,1570.2,1525.5,1584.8
Fall 2022,Over 48,2022-09-25,Westwood A.F.C.,FUFC Gray,4,1,1439.4,1419.9,1454.5,1404.8
Fall 2022,Over 48,2022-09-25,Raynham,Fernandes FC O50,0,3,1545.5,1457.1,1525.5,1477.1
Fall 2022,Over 48,2022-09-25,A.F.C. Medfield,Western Mass Lusitano,2,3,1525.3,1491.4,1507.8,1508.9
Fall 2022,Over 48,2022-09-25,FIMA FC O50,FC Walpole O48,1,0,1493.7,1498.2,1509.9,1482.0
Fall 2022,Over 48,2022-09-25,FC Older School,Lexington Golden Eagles,7,2,1424.6,1449.9,1441.8,1432.8
Fall 2022,Over 48,2022-09-25,Medford Atomic,Arlington Pond Dawgz,1,1,1510.4,1528.0,1511.2,1527.2
Fall 2022,Over 48,2022-09-25,Westford,Canary Square 50,1,0,1503.3,1436.2,1516.3,1423.2
Fall 2022,Over 48,2022-09-25,Lynnfield FC Raiders,Hurricane SC II,0,2,1508.5,1470.6,1490.8,1488.3
Fall 2022,Over 48,2022-09-25,North Reading,Derry Eagles,2,0,1508.3,1413.9,1520.0,1402.2
Fall 2022,Over 48,2022-09-25,Pepperell Red Bulls,North Andover Grey Knights,4,0,1474.5,1398.8,1487.0,1386.2
Fall 2022,Over 48,2022-09-25,Norfolk FC,Lexington Allin Eagles,0,4,1529.0,1500.4,1511.6,1517.7
Fall 2022,Over 48,2022-09-25,Warthog Legends,FC Franklin O50,1,5,1546.6,1522.5,1529.5,1539.6
Fall 2022,Over 48,2022-09-25,Needham FC,Easton 0-49,1,1,1454.6,1434.3,1453.7,1435.3
Fall 2022,Over 55,2022-09-25,North Shore Raiders,Lexington Regal Eagles,0,1,1450.3,1502.0,1436.7,1515.7
Fall 2022,Over 55,2022-09-25,NS Internationals,Seadogs F.C.,5,3,1487.8,1490.6,1503.9,1474.5
Fall 2022,Over 55,2022-09-25,Danvers Evolution FC,Concord United Veterans,0,2,1534.4,1652.0,1523.6,1662.8
Fall 2022,Over 55,2022-09-25,Wayland wahootee,Shake-Shake FC over-55,2,4,1406.8,1622.6,1399.6,1629.8
Fall 2022,Over 55,2022-09-25,Fernandes FC O55,Medway MOB,3,0,1502.1,1495.5,1517.8,1479.8
Fall 2022,Over 55,2022-09-25,MADBoys,Black Rhinos,7,1,1583.4,1533.7,1597.1,1520.0
Fall 2022,Over 55,2022-09-25,Arlington Pond Dawgz,Westford Nashoba,0,3,1504.2,1496.9,1487.9,1513.3
Fall 2022,Over 55,2022-09-25,Weston,Newton Spurs,0,1,1518.9,1418.0,1498.3,1438.5
Fall 2022,Over 55,2022-09-25,Western Mass Lusitanos,Irish Village,1,1,1513.7,1561.5,1515.9,1559.3
Fall 2022,Over 55,2022-09-25,Peabody Gold,Sudbury Thistle AC,4,1,1542.9,1476.4,1555.9,1463.4
Fall 2022,Over 55,2022-09-25,MGG,Pepperell Celtic,0,0,1498.6,1510.7,1499.2,1510.2
Fall 2022,Over 55,2022-09-25,Lynnfield F.C. Spartans,Manchester Hurricanes,5,0,1511.2,1482.4,1525.9,1467.7
Fall 2022,Over 55,2022-09-25,Mansfield United 55s,Ashland,0,5,1481.4,1482.6,1465.5,1498.6
Fall 2022,Over 55,2022-09-25,Framingham United,Franklin Seniors,2,0,1578.9,1398.3,1587.3,1390.0
Fall 2022,Over 62,2022-09-25,Everett O63,Beverly Veterans # review referee,4,1,1641.0,1483.4,1650.2,1474.2
Fall 2022,Over 62,2022-09-25,GRandOVER 63,Lexington Eagles United,1,8,1449.5,1565.1,1438.7,1575.9
Fall 2022,Over 62,2022-09-25,Peabody Gold 63,Nashua United F.C.,2,3,1513.2,1507.1,1497.0,1523.4
Fall 2022,Over 62,2022-09-25,Boston Villa FC,Wayland Wahoots,1,2,1510.4,1498.7,1493.9,1515.2
Fall 2022,Over 62,2022-09-25,Wanderers,Warthog Wonders,2,0,1549.8,1491.0,1563.1,1477.7
Fall 2022,Over 62,2022-09-25,Hopkinton OF,Raynham,1,6,1409.9,1545.4,1399.8,1555.4
Fall 2022,Over 62,2022-09-25,Londonderry FC,Harvard 0-63,1,2,1487.9,1508.0,1472.8,1523.0
Fall 2022,Over 62,2022-09-25,Burlington 0-63,Nashoba,0,3,1412.6,1484.9,1399.9,1497.6
Fall 2022,Over 62,2022-09-25,Sudbury FC Gold,Lynnfield F.C. Pioneers,1,0,1565.0,1479.2,1577.1,1467.1
Fall 2022,Over 62,2022-09-25,Framingham,Lynnfield F.C. Olympians,1,7,1428.7,1511.3,1416.5,1523.6
Fall 2022,Over 68,2022-10-02,Needham Relics,Lexington o68 review referee,0,3,1468.7,1500,1454.2,1514.6
Fall 2022,Over 68,2022-10-02,Wayland Spirit,Nashua,2,forfeit,1472.3,1440.9,1486.9,1426.4
Fall 2022,Over 68,2022-10-02,Nashua Carcara,Beverly,3,0,1529.1,1543.0,1545.8,1526.4
Fall 2022,Over 40,2022-10-02,DEA,Concord United Masters,2,1,1510.3,1481.5,1525.0,1466.8
Fall 2022,Over 40,2022-10-02,Peabody Sporting Club,Riverwalk F.C.,0,0,1602.8,1629.6,1604.0,1628.3
Fall 2022,Over 40,2022-10-02,Winchester Town Footballers,P.A.C. Lowell # review referee,2,0,1603.5,1522.1,1615.8,1509.8
Fall 2022,Over 40,2022-10-02,Shrewsbury,Seacoast United SC,2,1,1449.4,1500.9,1467.7,1482.6
Fall 2022,Over 40,2022-10-02,Crafty Veterans,Natick Rovers FC,0,3,1478.1,1468.0,1461.7,1484.5
Fall 2022,Over 40,2022-10-02,Stellar FC,F C Bayern,1,0,1566.7,1548.1,1581.9,1532.9
Fall 2022,Over 40,2022-10-02,Criciuma Boston,Ashland OFC,1,2,1564.9,1555.6,1548.5,1572.0
Fall 2022,Over 40,2022-10-02,Marblehead,Danvers United FC,4,1,1599.0,1430.6,1607.8,1421.8
Fall 2022,Over 40,2022-10-02,Craft Food Halls FC,Topsfield,4,1,1493.3,1490.4,1509.2,1474.5
Fall 2022,Over 40,2022-10-02,Lexington Eagles,Eastern FC Old Boys,1,0,1503.6,1547.1,1521.6,1529.1
Fall 2022,Over 40,2022-10-02,New Bedford Sports club,United International,2,1,1490.4,1525.6,1508.0,1508.0
Fall 2022,Over 40,2022-10-02,Fernandes FC O40,Framingham Independiente,4,0,1482.3,1425.1,1495.7,1411.7
Fall 2022,Over 40,2022-10-02,Persepolis,KEBRA KANELA,2,4,1442.1,1455.3,1426.7,1470.6
Fall 2022,Over 40,2022-10-02,Hopkinton Hotspur,Albania United Veterans,1,2,1568.8,1569.5,1552.8,1585.5
Fall 2022,Over 40,2022-10-02,Arlington Pond Dawgz,Nashua Absolute,2,4,1393.7,1493.2,1382.1,1504.8
Fall 2022,Over 40,2022-10-02,Medford United,Arlington Fossils # review referee,1,1,1593.0,1494.6,1588.6,1499.0
Fall 2022,Over 40,2022-10-02,Kendall Wanderers,Lexington Grey Eagles # review referee,1,1,1462.2,1544.4,1465.9,1540.6
Fall 2022,Over 40,2022-10-02,Irish Village Green,Hudson United,2,3,1484.8,1555.6,1472.1,1568.4
Fall 2022,Over 40,2022-10-02,Milton International,Sudbury United,1,3,1554.7,1536.3,1537.8,1553.2
Fall 2022,Over 40,2022-10-02,FUFC,Medfield FC,7,0,1593.3,1451.1,1603.1,1441.3
Fall 2022,Over 40,2022-10-02,Celtic Masters,Wayland Wahoo,1,0,1484.1,1481.0,1500.0,1465.1
Fall 2022,Over 40,2022-10-02,Dover-Sherborn Masters,Newton Brigada,2,5,1466.8,1487.7,1451.8,1502.7
Fall 2022,Over 40,2022-10-02,New England International,Nashoba Masters,2,2,1522.1,1513.7,1521.7,1514.1
Fall 2022,Over 40,2022-10-02,North Andover FC,Hampstead Hurricanes,5,0,1545.1,1502.5,1559.1,1488.4
Fall 2022,Over 40,2022-10-02,Lynnfield FC,Melrose United,2,1,1463.0,1479.9,1479.8,1463.1
Fall 2022,Over 40,2022-10-02,Charlestown FC,Cantona North,1,0,1513.1,1507.2,1528.8,1491.5
Fall 2022,Over 40,2022-10-02,Medway,Mansfield United,0,2,1495.9,1526.8,1481.3,1541.4
Fall 2022,Over 40,2022-10-02,FC Franklin,Peru Sports FC,0,1,1444.8,1502.6,1431.4,1516.0
Fall 2022,Over 40,2022-10-02,West Roxbury United,FIMA FC,1,3,1501.9,1573.4,1489.1,1586.1
Fall 2022,Over 40,2022-10-02,Taunton Eagles Soccer Club,Os Amigos FC,2,0,1564.9,1535.5,1579.5,1520.8
Fall 2022,Over 40,2022-10-02,Dirty Groton Scoundrels,Windham,2,4,1440.8,1481.2,1426.7,1495.4
Fall 2022,Over 40,2022-10-02,Acton-Boxboro United,Lexington Bald Eagles,0,0,1464.1,1481.3,1464.9,1480.5
Fall 2022,Over 40,2022-10-02,FC Newburyport Brew,Wen Ham United FC,0,2,1513.7,1547.6,1499.2,1562.0
Fall 2022,Over 40,2022-10-02,Hurricane SC,FC Old Skool,4,0,1511.7,1441.4,1524.5,1428.6
Fall 2022,Over 40,2022-10-02,Vineyard FC,Hogs FC,2,0,1555.5,1465.2,1567.4,1453.2
Fall 2022,Over 40,2022-10-02,Southborough FC,Medfield,6,0,1451.4,1486.9,1469.0,1469.2
Fall 2022,Over 40,2022-10-02,Irish Village White,FC Needham United,0,4,1471.5,1417.5,1453.0,1436.0
Fall 2022,Over 40,2022-10-02,FC Walpole,Chelsea FC,1,2,1536.5,1556.5,1521.5,1571.6
Fall 2022,Over 40,2022-10-02,Harvard Blues FC,MV FC,1,4,1489.9,1502.4,1474.5,1517.9
Fall 2022,Over 40,2022-10-02,Andover Gold,Medford United II,0,0,1423.9,1556.5,1429.7,1550.7
Fall 2022,Over 40,2022-10-02,MHFC,Great Woods FC,0,8,1490.0,1524.7,1475.6,1539.1
Fall 2022,Over 40,2022-10-02,Franklin,FC Franklin II,2,0,1437.7,1372.0,1450.7,1359.0
Fall 2022,Over 30,2022-10-02,Andover United,Sudbury FC,2,4,1558.1,1583.6,1543.3,1598.4
Fall 2022,Over 30,2022-10-02,Meadowlark FC,Eastern FC,0,4,1488.3,1545.7,1474.9,1559.1
Fall 2022,Over 30,2022-10-02,Lynnfield FC Azzurri,Boa Vista FC,0,1,1502.5,1532.5,1487.9,1547.1
Fall 2022,Over 30,2022-10-02,Kel Kau,Rovers FC,4,7,1557.9,1459.0,1537.5,1479.4
Fall 2022,Over 30,2022-10-02,United International,Needham United,3,3,1566.3,1489.5,1562.8,1493.0
Fall 2022,Over 30,2022-10-02,Os Amigos F.C.,Tudside FC,1,6,1472.4,1619.1,1462.8,1628.7
Fall 2022,Over 30,2022-10-02,Plymouth FC,Kendall Wanderers,1,0,1573.7,1463.4,1584.7,1452.3
Fall 2022,Over 30,2022-10-02,Irish Village,Mystic River FC,3,0,1533.4,1488.0,1547.4,1474.0
Fall 2022,Over 30,2022-10-02,S.S.C. Napoli,Lowell United,1,2,1470.3,1519.3,1456.6,1533.0
Fall 2022,Over 30,2022-10-02,Groton House FC,Middlesex FC,9,1,1489.9,1513.6,1507.0,1496.5
Fall 2022,Over 30,2022-10-02,Southside F.C.,Fernandes FC,4,0,1459.2,1485.9,1476.4,1468.6
Fall 2022,Over 30,2022-10-02,PRAIA KAPITAL,Medfield,0,5,1545.8,1464.9,1526.2,1484.5
Fall 2022,Over 30,2022-10-02,Roots FC,Taunton Eagles Soccer Club,3,0,1573.7,1505.2,1586.5,1492.3
Fall 2022,Over 30,2022-10-02,Connemara United FC,Ajax,5,1,1610.6,1486.7,1621.2,1476.2
Fall 2022,Over 30,2022-10-02,Harvard,Marblehead,4,0,1495.8,1483.2,1511.2,1467.8
Fall 2022,Over 30,2022-10-02,Revolution FC,Sporting Club Malden,8,0,1513.8,1415.9,1525.4,1404.3
Fall 2022,Over 30,2022-10-02,Essex Football Club,Cantona,3,0,1485.4,1469.8,1500.7,1454.5
Fall 2022,Over 30,2022-10-02,Lexington Eagles FC,WAC,2,2,1426.2,1525.8,1430.7,1521.4
Fall 2022,Over 30,2022-10-02,Real MT,Harvest Soccer Club,1,6,1428.5,1479.0,1414.8,1492.7
Fall 2022,Over 30,2022-10-02,Holliston TK FC,Great Woods FC,0,3,1458.8,1495.6,1444.5,1510.0
Fall 2022,Over 30,2022-10-02,Remax Newport FC,Needham Freedom,2,forfeit,1532.5,1450.9,1544.8,1438.6
Fall 2022,Over 30,2022-10-02,Boston Nigeria Eagles FC,Concord United,5,0,1496.9,1498.8,1513.0,1482.7
Fall 2022,Over 48,2022-10-02,True Soccer FC,North Andover Grand Masters FC O48,6,1,1489.1,1507.7,1506.0,1490.8
Fall 2022,Over 48,2022-10-02,Concord United,Westford FC,2,4,1615.1,1526.1,1595.1,1546.1
Fall 2022,Over 48,2022-10-02,S.S.C. Napoli,Marblehead,3,2,1495.0,1463.6,1509.6,1449.1
Fall 2022,Over 48,2022-10-02,Stoneham Spartans Over 50,Cambridge Internationals,0,2,1553.7,1582.6,1539.0,1597.2
Fall 2022,Over 48,2022-10-02,Lexington Eagles,Belmont Old Boys,1,4,1436.1,1594.1,1427.0,1603.3
Fall 2022,Over 48,2022-10-02,Stellar FC,Irish Village 50,1,2,1574.3,1591.3,1559.1,1606.5
Fall 2022,Over 48,2022-10-02,Shake-Shake FC over-48,Hopkinton Grand Masters,3,2,1584.9,1513.0,1597.7,1500.3
Fall 2022,Over 48,2022-10-02,Kel Kau,Crafty Veterans,1,1,1616.5,1531.0,1612.6,1534.9
Fall 2022,Over 48,2022-10-02,DEA,Nashoba,2,2,1460.6,1467.2,1460.9,1466.9
Fall 2022,Over 48,2022-10-02,Nashua Absolute II,FC Boxford,0,3,1513.6,1454.6,1494.9,1473.3
Fall 2022,Over 48,2022-10-02,Northshore United Soccer Club,NH Freedom,1,0,1536.5,1496.3,1550.6,1482.1
Fall 2022,Over 48,2022-10-02,Melrose Good Guys,Winchester Town Fifties,2,6,1485.0,1535.8,1471.3,1549.4
Fall 2022,Over 48,2022-10-02,New Bedford Sports Club o50,Jamaica Plain FC,1,3,1585.7,1532.2,1567.3,1550.6
Fall 2022,Over 48,2022-10-02,Weston FC,Milton,2,0,1510.5,1451.1,1523.8,1437.8
Fall 2022,Over 48,2022-10-02,Wayland wahootoo,Shrewsbury Wanderers # review referee,3,1,1512.7,1500,1528.2,1484.6
Fall 2022,Over 48,2022-10-02,Dover Sherborn Hop Hunters,West Roxbury United,3,1,1622.9,1567.8,1636.3,1554.3
Fall 2022,Over 48,2022-10-02,Masco,Sudbury AC,0,2,1474.3,1483.2,1458.7,1498.8
Fall 2022,Over 48,2022-10-02,Windham 50s,Old School Soccer Club,1,3,1427.3,1510.5,1415.1,1522.7
Fall 2022,Over 48,2022-10-02,Rovers Re-United,Albanian United Veterans,1,5,1496.1,1584.8,1484.1,1596.8
Fall 2022,Over 48,2022-10-02,Wen Ham United,Harvard Blues FC,1,2,1525.5,1518.7,1509.2,1535.0
Fall 2022,Over 48,2022-10-02,A.F.C. Medfield,Raynham,2,0,1507.8,1525.5,1524.6,1508.7
Fall 2022,Over 48,2022-10-02,Fernandes FC O50,Western Mass Lusitano,2,2,1477.1,1508.9,1478.6,1507.5
Fall 2022,Over 48,2022-10-02,FUFC Gray,FC Walpole O48,2,1,1404.8,1482.0,1424.3,1462.5
Fall 2022,Over 48,2022-10-02,FIMA FC O50,Westwood A.F.C.,2,2,1509.9,1454.5,1507.4,1457.1
Fall 2022,Over 48,2022-10-02,Arlington Pond Dawgz,FC Older School,2,1,1527.2,1441.8,1539.3,1429.6
Fall 2022,Over 48,2022-10-02,Westford,Medford Atomic,1,2,1516.3,1511.2,1500.0,1527.4
Fall 2022,Over 48,2022-10-02,Canary Square 50,Lexington Golden Eagles,0,2,1423.2,1432.8,1407.7,1448.3
Fall 2022,Over 48,2022-10-02,Derry Eagles,Lynnfield FC Raiders,0,2,1402.2,1490.8,1390.2,1502.8
Fall 2022,Over 48,2022-10-02,Pepperell Red Bulls,North Reading,2,1,1487.0,1520.0,1504.6,1502.5
Fall 2022,Over 48,2022-10-02,North Andover Grey Knights,Hurricane SC II,1,2,1386.2,1488.3,1374.8,1499.7
Fall 2022,Over 48,2022-10-02,FC Franklin O50,Norfolk FC,0,1,1539.6,1511.6,1522.3,1528.9
Fall 2022,Over 48,2022-10-02,Needham FC,Warthog Legends,1,1,1453.7,1529.5,1457.1,1526.0
Fall 2022,Over 48,2022-10-02,Easton 0-49,Lexington Allin Eagles,2,6,1435.3,1517.7,1423.0,1529.9
Fall 2022,Over 55,2022-10-02,Seadogs F.C.,North Shore Raiders,4,2,1474.5,1436.7,1488.7,1422.4
Fall 2022,Over 55,2022-10-02,Danvers Evolution FC,NS Internationals,0,0,1523.6,1503.9,1522.7,1504.8
Fall 2022,Over 55,2022-10-02,Concord United Veterans,Lexington Regal Eagles,5,0,1662.8,1515.7,1672.4,1506.1
Fall 2022,Over 55,2022-10-02,Medway MOB,Wayland wahootee,0,5,1479.8,1399.6,1460.1,1419.2
Fall 2022,Over 55,2022-10-02,MADBoys,Fernandes FC O55,3,2,1597.1,1517.8,1609.5,1505.4
Fall 2022,Over 55,2022-10-02,Black Rhinos,Shake-Shake FC over-55,4,1,1520.0,1629.8,1540.9,1608.9
Fall 2022,Over 55,2022-10-02,Newton Spurs,Arlington Pond Dawgz,1,0,1438.5,1487.9,1456.8,1469.6
Fall 2022,Over 55,2022-10-02,Western Mass Lusitanos,Weston,1,1,1515.9,1498.3,1515.1,1499.2
Fall 2022,Over 55,2022-10-02,Irish Village,Westford Nashoba,2,0,1559.3,1513.3,1573.2,1499.4
Fall 2022,Over 55,2022-10-02,MGG,Peabody Gold,1,5,1499.2,1555.9,1485.8,1569.3
Fall 2022,Over 55,2022-10-02,Sudbury Thistle AC,Pepperell Celtic,6,1,1463.4,1510.2,1481.5,1492.0
Fall 2022,Over 55,2022-10-02,Lynnfield F.C. Spartans,Nashua IFC,1,2,1525.9,1427.4,1505.5,1447.8
Fall 2022,Over 55,2022-10-02,Ashland,Franklin Seniors,1,1,1498.6,1390.0,1493.7,1394.8
Fall 2022,Over 55,2022-10-02,Framingham United,Mansfield United 55s,2,0,1587.3,1465.5,1597.9,1454.9
Fall 2022,Over 62,2022-10-02,Lexington Eagles United,Everett O63,0,1,1575.9,1650.2,1563.3,1662.8
Fall 2022,Over 62,2022-10-02,Peabody Gold 63,GRandOVER 63,3,0,1497.0,1438.7,1510.3,1425.3
Fall 2022,Over 62,2022-10-02,Nashua United F.C.,Beverly Veterans # review referee,3,2,1523.4,1474.2,1537.2,1460.5
Fall 2022,Over 62,2022-10-02,Warthog Wonders,Boston Villa FC,2,2,1477.7,1493.9,1478.4,1493.1
Fall 2022,Over 62,2022-10-02,Hopkinton OF,Wanderers,0,6,1399.8,1563.1,1390.8,1572.1
Fall 2022,Over 62,2022-10-02,Raynham,Wayland Wahoots,3,1,1555.4,1515.2,1569.6,1501.1
Fall 2022,Over 62,2022-10-02,Sudbury FC Gold,Burlington 0-63,1,2,1577.1,1399.9,1553.6,1423.4
Fall 2022,Over 62,2022-10-02,Nashoba,Lynnfield F.C. Pioneers,3,0,1497.6,1467.1,1512.2,1452.5
Fall 2022,Over 62,2022-10-02,Harvard 0-63,Lynnfield F.C. Olympians,0,3,1523.0,1523.6,1507.1,1539.5
Fall 2022,Over 62,2022-10-02,Framingham,Londonderry FC,3,3,1416.5,1472.8,1419.0,1470.2
Fall 2022,Over 40,2022-10-07,Cabo Verde FC,Kel Kau Masters,2,4,1636.7,1587.5,1618.5,1605.7
Fall 2022,Over 68,2022-10-09,Lexington o68,Needham Relics # review referee,4,1,1515.2,1499.4,1530.5,1484.1
Fall 2022,Over 68,2022-10-09,Nashua,Wayland Spirit,1,3,1426.4,1486.9,1413.1,1500.1
Fall 2022,Over 68,2022-10-09,Beverly,Nashua Carcara,0,6,1526.4,1545.8,1511.3,1560.9
Fall 2022,Over 40,2022-10-09,P.A.C. Lowell,Peabody Sporting Club # review referee,0,4,1551.3,1485.7,1532.3,1504.7
Fall 2022,Over 40,2022-10-09,Seacoast United SC,DEA,2,1,1482.6,1525.0,1500.5,1507.1
Fall 2022,Over 40,2022-10-09,Concord United Masters,Shrewsbury,2,0,1466.8,1467.7,1482.9,1451.7
Fall 2022,Over 40,2022-10-09,Riverwalk F.C.,Winchester Town Footballers,0,0,1628.3,1615.8,1627.8,1616.4
Fall 2022,Over 40,2022-10-09,F C Bayern,Cabo Verde FC,4,1,1532.9,1618.5,1552.8,1598.6
Fall 2022,Over 40,2022-10-09,Ashland OFC,Crafty Veterans,1,1,1572.0,1461.7,1567.1,1466.6
Fall 2022,Over 40,2022-10-09,Boston White Eagles,Lexington Eagles,3,1,1528.5,1521.6,1544.2,1505.9
Fall 2022,Over 40,2022-10-09,Danvers United FC,Craft Food Halls FC,2,7,1421.8,1509.2,1409.7,1521.3
Fall 2022,Over 40,2022-10-09,KEBRA KANELA,Fernandes FC O40,1,7,1470.6,1495.7,1455.8,1510.5
Fall 2022,Over 40,2022-10-09,Albania United Veterans,New Bedford Sports club,6,0,1585.5,1508.0,1598.0,1495.5
Fall 2022,Over 40,2022-10-09,United International,Hopkinton Hotspur,1,2,1508.0,1552.8,1494.0,1566.7
Fall 2022,Over 40,2022-10-09,Lexington Grey Eagles,Medford United # review referee,3,3,1462.8,1491.7,1464.2,1490.4
Fall 2022,Over 40,2022-10-09,Hudson United,Arlington Pond Dawgz,4,3,1568.4,1382.1,1576.5,1374.0
Fall 2022,Over 40,2022-10-09,Nashua Absolute,Irish Village Green,2,5,1504.8,1472.1,1487.3,1489.6
Fall 2022,Over 40,2022-10-09,Arlington Fossils,Kendall Wanderers # review referee,1,0,1514.7,1500,1530.0,1484.7
Fall 2022,Over 40,2022-10-09,Wayland Wahoo,FUFC,2,3,1465.1,1603.1,1455.2,1613.1
Fall 2022,Over 40,2022-10-09,Newton Brigada,Milton International,4,0,1502.7,1537.8,1520.4,1520.2
Fall 2022,Over 40,2022-10-09,Sudbury United,Dover-Sherborn Masters,2,0,1553.2,1451.8,1564.7,1440.3
Fall 2022,Over 40,2022-10-09,Medfield FC,Celtic Masters,1,4,1441.3,1500.0,1428.0,1513.3
Fall 2022,Over 40,2022-10-09,Cantona North,New England International,1,3,1491.5,1521.7,1476.9,1536.3
Fall 2022,Over 40,2022-10-09,Nashoba Masters,Charlestown FC,4,1,1514.1,1528.8,1530.8,1512.2
Fall 2022,Over 40,2022-10-09,Hampstead Hurricanes,Lynnfield FC,1,2,1488.4,1479.8,1472.0,1496.2
Fall 2022,Over 40,2022-10-09,Os Amigos FC,Medway,5,1,1520.8,1481.3,1535.0,1467.1
Fall 2022,Over 40,2022-10-09,Mansfield United,Taunton Eagles Soccer Club,1,2,1541.4,1579.5,1527.2,1593.8
Fall 2022,Over 40,2022-10-09,Peru Sports FC,West Roxbury United,2,2,1516.0,1489.1,1514.7,1490.4
Fall 2022,Over 40,2022-10-09,FC Old Skool,Dirty Groton Scoundrels,4,2,1428.6,1426.7,1444.5,1410.8
Fall 2022,Over 40,2022-10-09,Windham,Hurricane SC,5,3,1495.4,1524.5,1512.7,1507.2
Fall 2022,Over 40,2022-10-09,Lexington Bald Eagles,FC Newburyport Brew,3,0,1480.5,1499.2,1497.4,1482.4
Fall 2022,Over 40,2022-10-09,FC Needham United,Southborough FC,3,0,1436.0,1469.0,1453.5,1451.5
Fall 2022,Over 40,2022-10-09,Chelsea FC,Vineyard FC,1,1,1571.6,1567.4,1571.4,1567.6
Fall 2022,Over 40,2022-10-09,Hogs FC,FC Walpole,2,5,1453.2,1521.5,1440.3,1534.4
Fall 2022,Over 40,2022-10-09,Medfield,Irish Village White,0,5,1469.2,1453.0,1452.5,1469.7
Fall 2022,Over 40,2022-10-09,MV FC,Harvard Blues FC,2,2,1517.9,1474.5,1515.9,1476.5
Fall 2022,Over 40,2022-10-09,Medford United II,Andover Gold,1,1,1550.7,1429.7,1545.4,1435.1
Fall 2022,Over 40,2022-10-09,Wahooligans FC,Canary Square Veterans,3,1,1448.6,1422.7,1463.4,1407.9
Fall 2022,Over 40,2022-10-09,Great Woods FC,MHFC,7,1,1539.1,1475.6,1552.2,1462.5
Fall 2022,Over 40,2022-10-09,FC Franklin II,Franklin,2,3,1359.0,1450.7,1347.1,1462.6
Fall 2022,Over 40,2022-10-09,FFM United,CV United,2,forfeit,1522.7,1462.5,1535.9,1449.3
Fall 2022,Over 30,2022-10-09,Eastern FC,Andover United,2,2,1559.1,1543.3,1558.4,1544.0
Fall 2022,Over 30,2022-10-09,Boa Vista FC,Shake-Shake FC over-30,2,3,1547.1,1503.1,1529.1,1521.1
Fall 2022,Over 30,2022-10-09,Sudbury FC,Meadowlark FC,0,3,1598.4,1474.9,1576.9,1496.4
Fall 2022,Over 30,2022-10-09,Tudside FC,United International,5,2,1628.7,1562.8,1641.7,1549.8
Fall 2022,Over 30,2022-10-09,Kendall Wanderers,Kel Kau,2,3,1452.3,1537.5,1440.2,1549.6
Fall 2022,Over 30,2022-10-09,Rovers FC,Plymouth FC,0,4,1479.4,1584.7,1468.1,1596.0
Fall 2022,Over 30,2022-10-09,Needham United,Os Amigos F.C.,2,1,1493.0,1462.8,1507.6,1448.2
Fall 2022,Over 30,2022-10-09,Lowell United,Irish Village,5,1,1533.0,1547.4,1549.7,1530.7
Fall 2022,Over 30,2022-10-09,Nashua City,Groton House FC,0,4,1484.0,1507.0,1469.1,1522.0
Fall 2022,Over 30,2022-10-09,Mystic River FC,S.S.C. Napoli,0,1,1474.0,1456.6,1457.2,1473.4
Fall 2022,Over 30,2022-10-09,Taunton Eagles Soccer Club,PRAIA KAPITAL,8,1,1492.3,1526.2,1509.9,1508.6
Fall 2022,Over 30,2022-10-09,Ajax,Southside F.C.,1,3,1476.2,1476.4,1460.2,1492.4
Fall 2022,Over 30,2022-10-09,Fernandes FC,Connemara United FC,1,1,1468.6,1621.2,1475.3,1614.5
Fall 2022,Over 30,2022-10-09,Medfield,Roots FC,2,0,1484.5,1586.5,1505.1,1566.0
Fall 2022,Over 30,2022-10-09,Lynnfield FC,Revolution FC,0,0,1529.0,1525.4,1528.9,1525.6
Fall 2022,Over 30,2022-10-09,Cantona,Harvard,1,1,1454.5,1511.2,1457.1,1508.7
Fall 2022,Over 30,2022-10-09,Marblehead,Essex Football Club,1,4,1467.8,1500.7,1453.3,1515.2
